Age,City,State,Age,Total Time,Gender
"» McHale, Ashley (USA)",San Antonio,Texas,29,5:40:05,F
"» Yang, Tina (TPE)",Okemos,MI,31,5:40:06,F
"» Fox, Michelle (USA)",Grand Rapids,MI,41,5:40:06,F
"» Vachette, Lorie (USA)",Chicago,IL,67,5:40:06,F
"» Gaspar, Victoria (USA)",Chicago,IL,27,5:40:06,F
"» Hussain, Melissa (USA)",Miami,FL,34,5:40:09,F
"» Griffin, Cindy (USA)",Spring Grove,IL,27,5:40:09,F
"» Fang, Jing (CHN)",Beijing,Beijing,47,5:40:10,F
"» Meyer, Melissa (USA)",Genoa City,WI,31,5:40:10,F
"» Zambrano, Diana (USA)",Union,NJ,45,5:40:10,F
"» Belefanti, Ana (ROU)",Woodside,NY,28,5:40:11,F
"» Cammarata, Cydney (USA)",Sarasota,FL,28,5:40:11,F
"» Quesnell, Sarah (USA)",Waterloo,IA,24,5:40:12,F
"» Rush, Beverly (USA)",Snellville,GA,62,5:40:12,F
"» Carlson, Kelly (USA)",Arlington Heights,IL,32,5:40:12,F
"» Miller, Kasey (USA)",Chicago,IL,41,5:40:12,F
"» Trivedi, Crystal (USA)",San Jose,CA,29,5:40:13,F
"» Wolmer, Kacey (USA)",New York,NY,34,5:40:14,F
"» Klonis, Suzanne (USA)",Asheville,WI,44,5:40:14,F
"» Santos, Ilianellys (PAN)",Panama,panama,41,5:40:15,F
"» Dilone, Shiara (USA)",San Juan,,38,5:40:15,F
"» Duran, Marisol (USA)",Bronx,NY,30,5:40:16,F
"» Wolak, Allison (USA)",Willowbrook,IL,30,5:40:17,F
"» Williams, Nancy (AUS)",Palo Alto,CA,42,5:40:18,F
"» Odegard, Regan (USA)",Leclaire,IA,21,5:40:19,F
"» Gard, Anne (USA)",Chicago,IL,36,5:40:20,F
"» Velligan, Rada (USA)",East Chicago,IN,34,5:40:21,F
"» Rios - Cameron, Melissa (USA)",St Johns,FL,42,5:40:21,F
"» Burton, Alia (USA)",Clinton,IL,38,5:40:23,F
"» Young, Amanda (USA)",Saint Louis,MO,30,5:40:23,F
"» Rudolfi, Meredith (USA)",Chicago,IL,32,5:40:23,F
"» Johnson, Megan (USA)",Milwaukee,WI,25,5:40:26,F
"» Nieporent, Alison (USA)",Cumming,GA,39,5:40:26,F
"» Feser, Ninva (USA)",Morton Grove,IL,30,5:40:28,F
"» Kneen, Brittney (USA)",Moline,IL,21,5:40:28,F
"» Baker, Heidi (USA)",Chicago,IL,32,5:40:29,F
"» Matamoros, Gabriela (VEN)",Chicago,Illinois,27,5:40:29,F
"» Cyr, Marie-Eve (CAN)",Montreal,QC,38,5:40:29,F
"» Fontanez, Laura (USA)",Orlando,FL,51,5:40:29,F
"» Stein, Yuki (JPN)",Hanover Park,IL,42,5:40:30,F
"» Rivas, Catalina (USA)",Chicago,IL,44,5:40:30,F
"» Stubblefield, Marley (USA)",Springfield,IL,16,5:40:30,F
"» Mcclatchie, Maria (USA)",Edmond,OK,36,5:40:35,F
"» Radowski, Jenna (USA)",Tinely Park,IL,30,5:40:35,F
"» Jacobs, Yolanda (USA)",Chicago,IL,52,5:40:35,F
"» Thiakos, Vicki (USA)",Palos Hills,IL,48,5:40:36,F
"» Krcilek, Elisa (USA)",Mesa,AZ,49,5:40:36,F
"» Cohen, Rebecca (USA)",Lutz,FL,22,5:40:36,F
"» Chan, Catherine (SIN)",Singapore,,53,5:40:39,F
"» Jebens-Singh, Tara (USA)",Roseville,MN,45,5:40:39,F
"» Leach, Michelle (USA)",Omaha,NE,37,5:40:40,F
"» Henrichs, Brianne (USA)",Oak Park,IL,29,5:40:43,F
"» Campbell, Elizabeth (USA)",Willowbrook,IL,48,5:40:44,F
"» Saulnier, Stacey (CAN)",Fredericton,NB,39,5:40:44,F
"» Muhr, Janice (USA)",Chicago,IL,67,5:40:46,F
"» Niliaram, Jeanne (USA)",Plainfield,IL,30,5:40:49,F
"» Hall, Nicole (USA)",Upton,MA,24,5:40:50,F
"» Pry, Carol (USA)",Troy,NY,27,5:40:50,F
"» Giannopoulos, Alexandra (USA)",Chicago,IL,36,5:40:50,F
"» Jurek, Tanja (USA)",Dyer,IN,20,5:40:50,F
"» Parkins, Erin (USA)",Denver,CO,32,5:40:51,F
"» Desarmo, Lauren (USA)",Raleigh,NC,30,5:40:52,F
"» Mott, Sarah (USA)",Deerfield,IL,20,5:40:54,F
"» Brackin, Paige (USA)",Chicago,IL,24,5:40:55,F
"» Pichardo, Bianca (USA)",Philadelphia,PA,32,5:40:56,F
"» Castillo, Cecilia (USA)",Chicago,IL,36,5:40:56,F
"» Richmond, Sarah (USA)",Chicago,IL,25,5:40:58,F
"» Shaffer, Shari (USA)",East Berlin,PA,55,5:40:58,F
"» Shumpert, Monica (USA)",Atlanta,GA,33,5:40:58,F
"» Zurek, Jessica (USA)",Rolling Meadows,IL,31,5:40:59,F
"» Haluska, Maranda (USA)",Chicago,IL,37,5:41:00,F
"» Castillo, Caryn (USA)",Libertyville,IL,50,5:41:00,F
"» Buono, Gabriella (USA)",Seattle,WA,39,5:41:02,F
"» Van Esley, Ashley (USA)",Chicago,IL,29,5:41:02,F
"» Daniels, Ali (USA)",Seattle,WA,37,5:41:02,F
"» Gullo, Martha (USA)",Williamsburg,VA,63,5:41:03,F
"» Richards, Amy (USA)",Chicago,IL,30,5:41:04,F
"» Roque, Nelida (USA)",Whittier,CA,43,5:41:05,F
"» Clark, Stephanie (USA)",Chicago,IL,26,5:41:07,F
"» Talentowski, Beth (USA)",Chicago,IL,28,5:41:07,F
"» Velasco, Mary (USA)",Highland,IN,47,5:41:07,F
"» Muscavitch, Lindsey (USA)",Chicago,IL,33,5:41:10,F
"» Smith, Nikki (CAN)",Toronto,ON,35,5:41:10,F
"» Madrigal, Aracely (USA)",San Gabriel,CA,44,5:41:10,F
"» Sun, Zhenyu (CHN)",Shanghai,shanghai,31,5:41:12,F
"» Fu, Yu (CHN)",Beijing,Beijing,27,5:41:12,F
"» Tucker, Belinda (USA)",Long Beach,CA,51,5:41:12,F
"» Pili, Jaila (USA)",Dutch Harbor,AK,19,5:41:13,F
"» Tirado, Stephanya (USA)",Chicago,IL,25,5:41:13,F
"» Dietsch, Missy (USA)",Wesley Chapel,FL,40,5:41:14,F
"» Subler, Anna (USA)",Chicago,IL,23,5:41:14,F
"» Massey, Patti (USA)",North Andover,MA,51,5:41:15,F
"» Mccue, Allison (USA)",Golden,CO,42,5:41:15,F
"» Murphy, Rebecca (USA)",West Chicago,IL,21,5:41:20,F
"» Fan, Fanny (HKG)",,,48,5:41:20,F
"» Ramirez, Katherine (USA)",Chicago,IL,32,5:41:21,F
"» Pearson, Ayanna (USA)",Chicago,IL,36,5:41:21,F
"» Tran, Tiffany (USA)",Fountain Valley,CA,42,5:41:21,F
"» Cauchon, Marie Eve (FRA)",Levallois Perret,,41,5:41:21,F
"» Higa, Kathy (USA)",Chicago,IL,43,5:41:22,F
"» Winkler, Kathy (USA)",Chicago,IL,51,5:41:23,F
"» Malin, Cathy (USA)",Chicago,IL,45,5:41:23,F
"» Grecu, Ana (USA)",Chicago,IL,38,5:41:24,F
"» Condotti, Alyssa (USA)",Burr Ridge,IL,23,5:41:24,F
"» Gusey, Jennifer (USA)",Vermontville,MI,39,5:41:24,F
"» Meyer, Michelle (USA)",Chicago,IL,26,5:41:25,F
"» Desmond, Patricia (USA)",Westmont,IL,52,5:41:28,F
"» Horther, Melissa (USA)",Chicago,IL,32,5:41:28,F
"» Mosher, Kate (USA)",Oswego,IL,36,5:41:31,F
"» Rodriquez, Karla (USA)",Libertyville,IL,38,5:41:31,F
"» Stewart, Ashley (USA)",Chicago,IL,28,5:41:32,F
"» Michel, Whitney (USA)",Chicago,IL,30,5:41:32,F
"» Gallegos, Sandra (USA)",Valparaiso,IN,40,5:41:33,F
"» Eichen, Kari (USA)",Tampa,FL,42,5:41:33,F
"» Garcia, Yasmin (COL)",Katy,TX,41,5:41:33,F
"» Ward, Debra (USA)",Homestead,FL,47,5:41:33,F
"» Irons, Cortina (USA)",Homewood,IL,43,5:41:34,F
"» Shouse, Erin (USA)",Eureka,MO,54,5:41:36,F
"» Vandervelde, Kristen (USA)",Chicago,IL,35,5:41:36,F
"» Gullatt, Alexis (USA)",Plano,TX,27,5:41:37,F
"» Klym, Katelyn (USA)",Orlando,FL,27,5:41:38,F
"» Galko, Liliya (USA)",Skokie,IL,26,5:41:39,F
"» Harroff, Lora (USA)",Highland Park,IL,29,5:41:40,F
"» Armani, Jennifer (USA)",Cardiff By The Sea,...,37,5:41:44,F
"» Whited, Allie (USA)",Scott Afb,IL,22,5:41:46,F
"» Ziadeh, Serwa (USA)",Chicago,IL,36,5:41:47,F
"» Kenefick, Molly (USA)",New Lenox,IL,22,5:41:48,F
"» Istodor, Andra (ROU)",Chicago,IL,27,5:41:49,F
"» Twomey, Mackenzie (USA)",Schaumburg,IL,22,5:41:49,F
"» Lambert, Alanna (USA)",Buffalo Grove,IL,35,5:41:50,F
"» Halloran, Colleen (USA)",Chicago,IL,51,5:41:51,F
"» Thomason, Kimberly (USA)",Marietta,GA,43,5:41:51,F
"» Torres, Ana (COL)",Chicago,IL,42,5:41:52,F
"» Lee, Chiachen (TPE)",Pingtung,Taiwan,35,5:41:52,F
"» Pechon Daez, Melba (USA)",Bronx,NY,49,5:41:52,F
"» Hurd, Jennifer (USA)",Sterling,IL,29,5:41:52,F
"» Hepfler, Gia (USA)",Buckeye,AZ,37,5:41:52,F
"» Estrada, Francisca (USA)",Summit,IL,32,5:41:53,F
"» Wong, Kathy (USA)",Santa Rosa,CA,50,5:41:53,F
"» Kreung, Crystal (USA)",Kennesaw,GA,39,5:41:54,F
"» Gourley, Jennifer (USA)",Canton,GA,40,5:41:54,F
"» Bonola, Suzanne (USA)",Chicago,IL,42,5:41:55,F
"» Core, Sarah (USA)",Akron,OH,41,5:41:55,F
"» Bock, Megan (USA)",Erie,CO,29,5:41:55,F
"» Ellerbush, Holly (USA)",Toledo,OH,32,5:41:56,F
"» Day, Dolly (USA)",Austin,TX,59,5:41:56,F
"» Macias, Valeria (USA)",Chicago,IL,24,5:41:56,F
"» Abbundi, Tatiana (USA)",Olney,MD,40,5:41:57,F
"» Barracca, Alyssa (USA)",Tinley Park,IL,23,5:41:57,F
"» Ellerman, Amanda (USA)",Springfield,MO,36,5:41:58,F
"» Maletich, Stephanie (USA)",Madison,WI,26,5:41:58,F
"» Kramer, Courtney (USA)",Temple Terrace,FL,22,5:42:00,F
"» Aguilar, Betty (USA)",Santa Ana,CA,31,5:42:00,F
"» Domnick, Kelsi (USA)",Streamwood,IL,24,5:42:00,F
"» Lara, Yesica (MEX)",Chicago,IL,23,5:42:01,F
"» Omahoney, Jane (USA)",Chicago,IL,55,5:42:02,F
"» Palumbo, Jennafer (USA)",Chicago,IL,28,5:42:06,F
"» Darelli, Mylene (USA)",Plantation,FL,49,5:42:06,F
"» Medina, Blanca (USA)",Chicago,IL,27,5:42:08,F
"» Infelt, Hannah (USA)",Coralville,IA,22,5:42:08,F
"» Henrichs, Ashleigh (USA)",Pleasant Prairie,WI,44,5:42:09,F
"» Self, Kay (USA)",Springdale,AR,34,5:42:11,F
"» Potter, Kimberly (USA)",Tampa,FL,43,5:42:14,F
"» Jones, Julie (USA)",Montclair,VA,43,5:42:16,F
"» Myeza, Nompumelelo (RSA)",Johannesburg,Gauteng,40,5:42:16,F
"» Donkel, Amy (USA)",Flossmoor,IL,21,5:42:18,F
"» Thomason, Anne (USA)",Lake Forest,IL,43,5:42:18,F
"» Bucio, Bianca (USA)",Berwyn,IL,25,5:42:19,F
"» Isberner, Dj (USA)",Northbrook,IL,49,5:42:20,F
"» Nocella, Melissa (USA)",Chicago,IL,28,5:42:20,F
"» Arellano, Sylvia (USA)",Evergreen,CO,50,5:42:20,F
"» Muka, Haleigh (USA)",Denver,CO,28,5:42:20,F
"» Yang, Danyu (CHN)",Beijing,China,43,5:42:20,F
"» Carlson, Maryann (USA)",Chicago,IL,34,5:42:20,F
"» Foster, Chaunta (USA)",Sedalia,MO,41,5:42:21,F
"» Rodewald, Abigail (USA)",Lockport,IL,23,5:42:23,F
"» Grisales, Martha (USA)",New Rochelle,NY,55,5:42:23,F
"» Liang, Miaopin (CHN)",Beijing,BEIJING,26,5:42:24,F
"» Akowuah, Lovina (USA)",Pingree Grove,IL,39,5:42:27,F
"» Wysocki, Lauren (USA)",Plymouth,MN,23,5:42:28,F
"» Givens, Stephanie (USA)",St. Louis,MO,49,5:42:28,F
"» Miller, Lindsey (USA)",Chicago,IL,34,5:42:28,F
"» Kallon, Nathalie (USA)",New York,NY,37,5:42:31,F
"» Gaj, Katharine (USA)",Bristol,IN,56,5:42:32,F
"» Thomson, April (USA)",Manvel,TX,45,5:42:32,F
"» Burtnick, Kelly (USA)",Clifton Park,NY,52,5:42:32,F
"» Moore, Margarette (USA)",Lake In The Hills,IL,52,5:42:32,F
"» Wolfe, Natalie (USA)",South Haven,MI,37,5:42:33,F
"» Bechtel, Jennifer (USA)",Wichita,KS,39,5:42:33,F
"» Moorcroft, Tyra (CAN)",Vancouver,BC,34,5:42:33,F
"» Williamson, Betsy (USA)",Marysville,WA,60,5:42:34,F
"» Zendner, Jessica (USA)",Buffalo Grove,Illinois,33,5:42:35,F
"» Golminas, Jennifer (USA)",Willowbrook,IL,42,5:42:35,F
"» Scott, Katherine (USA)",Long Beach,CA,52,5:42:35,F
"» Waters, Renae (USA)",Suwanee,GA,38,5:42:37,F
"» Bingham, Shabana (USA)",Cypress,TX,39,5:42:37,F
"» Caldwell, Donna (USA)",Weddington,NC,55,5:42:38,F
"» Acevedo, Yvette (USA)",Boston,MA,45,5:42:38,F
"» Darbe, Maegan (USA)",Clarkston,MI,29,5:42:38,F
"» Kola, Christine (USA)",Scarsdale,NY,47,5:42:38,F
"» Nowell, Michelle (USA)",Bethesda,MD,34,5:42:39,F
"» Fantozzi, Maria (USA)",Evanston,IL,21,5:42:39,F
"» Krcmarik, Sarah (USA)",Chicago,IL,34,5:42:39,F
"» Noriega, Rosa (MEX)",Mexico City,D.f.,59,5:42:40,F
"» Hansen, Kelsey (USA)",Madison,WI,26,5:42:40,F
"» Giannone, Haley (USA)",Chicago,IL,29,5:42:43,F
"» Ocampo, Patricia (USA)",Chicago,IL,39,5:42:44,F
"» Reed-Esper, Sarah (USA)",Slingerlands,NY,51,5:42:46,F
"» Raiz, Khareen (USA)",Schaumburg,IL,37,5:42:49,F
"» Gutierrez, Ana (MEX)",Na,mexico,26,5:42:49,F
"» Thomas, Sydne (USA)",Iowa City,IA,20,5:42:49,F
"» Denton, Lorri (USA)",Atlanta,GA,55,5:42:49,F
"» Gao, Ming (CHN)",Beijing,Beijing,33,5:42:50,F
"» Matteson, Erin (USA)",Modesto,CA,49,5:42:50,F
"» Walls, Emily (USA)",Johns Creek,GA,21,5:42:51,F
"» Ptacek, Ashley (USA)",Schaumburg,IL,28,5:42:53,F
"» Johnson, Jacqueline (USA)",Belvidere,IL,50,5:42:55,F
"» Henson, Angie (USA)",Inverness,IL,47,5:42:55,F
"» Simon, Sherin (MEX)",Mexico City,distrito fe...,30,5:42:55,F
"» Dintelmann, Fawn (USA)",Edwardsville,IL,40,5:42:55,F
"» Adriatico, Aeia (USA)",Oak Brook,IL,27,5:42:56,F
"» Rooker, Joy (USA)",Chicago,IL,56,5:42:58,F
"» Renshaw, Taylor (USA)",Iowa City,IA,20,5:42:59,F
"» Topping, Chelsey (CAN)",Lethbridge,AB,34,5:43:00,F
"» Lamothe, Catherine (USA)",Okemos,MI,56,5:43:01,F
"» Mbuthia, Margaret (USA)",Bolingbrook,IL,46,5:43:02,F
"» Strong, Levonia (USA)",Bolingbrook,IL,42,5:43:02,F
"» Paredes, Sandra (COL)",Bogota,,31,5:43:02,F
"» Chou, Liang Ping (TPE)",New Taipei City,Sanc...,45,5:43:03,F
"» Pasch, Rachel (USA)",Onondaga,MI,20,5:43:04,F
"» Bruce, Kari (USA)",Wichita,KS,38,5:43:05,F
"» Robertson, Gabriella (USA)",Oak Park,IL,22,5:43:05,F
"» Rains, Katharina (USA)",Morton,IL,23,5:43:06,F
"» Sanchez, Marcela (USA)",Cincinnati,OH,28,5:43:06,F
"» Lavery, Caroline (USA)",Chicago,IL,28,5:43:06,F
"» Giese, Brianna (USA)",Batavia,IL,26,5:43:08,F
"» Lobo, Rossana (HON)",Tegucigalpa,fco mora...,45,5:43:08,F
"» Gunderson, Anna (USA)",Bloomington,MN,27,5:43:10,F
"» Auer, Megan (USA)",Cincinnati,OH,30,5:43:10,F
"» Lazzara, Gina (USA)",Glen Ellyn,IL,28,5:43:12,F
"» Maradiaga, Isela (USA)",Chicago,IL,20,5:43:12,F
"» Charbonneau, Carrene (USA)",Cornelius,NC,44,5:43:12,F
"» Moorthie, Mydhili (IND)",Naperville,IL,37,5:43:13,F
"» Tamez, Veronica (USA)",Austin,TX,48,5:43:13,F
"» Collopy, Jennifer (USA)",Arlington Heights,IL,42,5:43:13,F
"» Ellington, Jessica (USA)",Raleigh,NC,38,5:43:14,F
"» Scheffler, Lisa (USA)",Land O Lakes,FL,46,5:43:15,F
"» Daarol, Rita (USA)",Woodridge,IL,46,5:43:17,F
"» Matecki, Margaret (USA)",Woodstock,IL,58,5:43:20,F
"» O'Brien, Joanna (USA)",Mount Prospect,IL,38,5:43:24,F
"» Peralta, Regina (MEX)",Puebla,Puebla,24,5:43:25,F
"» Shephard Robinson, Rachel (USA)",Blue Springs,MO,31,5:43:25,F
"» Roach, Leslie (USA)",Chicago,IL,42,5:43:26,F
"» Reed, Sarah (USA)",Chicago,IL,63,5:43:27,F
"» Pipitone, Heather (USA)",Naperville,IL,43,5:43:29,F
"» Hernandez, Maria (USA)",Saint John,IN,42,5:43:29,F
"» Wentzell, Lisa (USA)",Oswego,IL,40,5:43:29,F
"» Feurtado, Dana (USA)",Winter Springs,FL,34,5:43:29,F
"» Seascok, April (USA)",Harrisburg,PA,30,5:43:29,F
"» Bivins, Jaclyn (USA)",Chicago,IL,31,5:43:30,F
"» Neuman-Boone, Erin (USA)",Pittsburgh,PA,38,5:43:31,F
"» Curta, Kaitlyn (USA)",Chicago,IL,31,5:43:32,F
"» Ovington, Alexandria (USA)",Saint Charles,IL,24,5:43:33,F
"» Vander Velde, Lauren (USA)",Mokena,IL,20,5:43:35,F
"» Micalizio, Loren (USA)",Salt Lake City,UT,37,5:43:36,F
"» Kreft, Megan (USA)",Chicago,IL,31,5:43:36,F
"» Rincon, Adriana (USA)",San Jose,CA,26,5:43:37,F
"» Cintron, Tania (USA)",San Diego,CA,31,5:43:37,F
"» Mckenzie, Vivian (USA)",Ballwin,MO,48,5:43:37,F
"» Dawson, Blair (USA)",Chicago,IL,39,5:43:37,F
"» Ortiz, Vanessa (USA)",Schaumburg,IL,33,5:43:38,F
"» Welch-Leider, Barbara (USA)",Chicago,IL,64,5:43:38,F
"» Bickers, Natalie (USA)",Palmer,AK,41,5:43:41,F
"» Van Deven, Angela (USA)",Heyworth,IL,36,5:43:41,F
"» Santiago, Cynthia (USA)",Chicago,IL,41,5:43:41,F
"» Hissey, Krista (USA)",Roswell,GA,33,5:43:42,F
"» Thomas, Deanna (USA)",Plainfield,IL,36,5:43:44,F
"» Sanchez, Crystal (USA)",Los Lunas,NM,39,5:43:45,F
"» Smith, Lindsey (USA)",Houston,TX,33,5:43:46,F
"» Vukovich, Nancy (USA)",Chicago,IL,35,5:43:46,F
"» Wopinek, Barbara (USA)",Chicago,IL,55,5:43:46,F
"» Ritter, Susanna (USA)",Kankakee,IL,19,5:43:47,F
"» Smith, Nicole (USA)",Chino,CA,36,5:43:47,F
"» Smith, Amy (USA)",Fullerton,CA,37,5:43:47,F
"» Hernandez, Alex (USA)",Chicago,IL,45,5:43:49,F
"» Miller, Wanda (USA)",Lafayette,IN,59,5:43:49,F
"» Al-Kawas, Samar (USA)",North Potomac,MD,29,5:43:49,F
"» Ongman, Terese (USA)",Flossmoor,IL,51,5:43:50,F
"» Szamlewski, Julianna (USA)",Lakemoor,IL,25,5:43:50,F
"» Murray, Corina (USA)",Chicago,IL,42,5:43:52,F
"» Sherpa, Valerie (USA)",Chicago,IL,32,5:43:53,F
"» Riyaz, Humeira (CAN)",Winnipeg,MB,59,5:43:54,F
"» Detolla, Michelle (USA)",Chicago,IL,33,5:43:54,F
"» Mcduell, Xaviera (USA)",Houston,TX,42,5:43:55,F
"» Trapp, Kacey (USA)",Niles,MI,36,5:43:55,F
"» Houser, Rebecca (USA)",Jacksonville,FL,41,5:43:56,F
"» Wang, Ling Ting (TPE)",Taipei,Taiwan,49,5:43:57,F
"» Lu, Jing (CHN)",Beijing,BEIJING,27,5:43:58,F
"» Maldonado, Angelica (USA)",Hammond,IN,35,5:43:58,F
"» Weller, Barbara (USA)",Mcminnville,TN,48,5:44:00,F
"» Connelly, Jamie (USA)",Chicago,IL,24,5:44:01,F
"» Holley, April (USA)",Milton,WV,30,5:44:02,F
"» Marshall, Teri (USA)",Chicago,IL,53,5:44:02,F
"» Sersen, Karen (USA)",Cary,IL,56,5:44:03,F
"» Leonetti, Shannon (USA)",Portland,OR,66,5:44:04,F
"» Chen, Yung-Tsen (TPE)",Chicago,IL,33,5:44:04,F
"» Hajduk, Kelly (USA)",Chicago,IL,33,5:44:05,F
"» Afanador, Myrna (USA)",Plainfield,IL,50,5:44:07,F
"» Haile, Bethel (USA)",Chicago,IL,31,5:44:07,F
"» Hallermann, Neilly (USA)",Winnetka,IL,41,5:44:08,F
"» Livingston, Amy (USA)",Brea,CA,43,5:44:11,F
"» Baar, Sarah (USA)",Holland,MI,33,5:44:11,F
"» Vandreel, Ashley (USA)",Chicago,IL,32,5:44:11,F
"» Eastman Becker, Elizabeth (USA)",Dekalb,IL,26,5:44:12,F
"» Decillo, Cecilia (USA)",Waukegan,IL,31,5:44:13,F
"» Berendes, Amber (USA)",Gladbrook,IA,19,5:44:13,F
"» Pena, Kristen (USA)",Pflugerville,TX,46,5:44:13,F
"» Grajkowska, Joanna (USA)",Kensington,MD,28,5:44:14,F
"» Big, Adeline (USA)",Skokie,IL,25,5:44:14,F
"» Smith, Trudy (USA)",Caddo Mills,TX,40,5:44:15,F
"» Casebeer, Lindsey (USA)",Phoenix,AZ,25,5:44:17,F
"» Shah, Roshni (USA)",Chicago,IL,29,5:44:18,F
"» Tan, Roxanne (USA)",Woodside,NY,29,5:44:18,F
"» Hart, Kasia (USA)",Somerville,MA,26,5:44:19,F
"» Millner, Eve (USA)",Mount Sinai,NY,49,5:44:23,F
"» Tornblom, Maria (SWE)",Sollentuna,,44,5:44:23,F
"» Rolfe, Kristen (USA)",Chicago,IL,31,5:44:25,F
"» Sim, Hyunah (USA)",Chesterton,IN,47,5:44:25,F
"» Kowal, Jenna (USA)",Bloomington,IL,29,5:44:27,F
"» Binler, Britt (USA)",Philadelphia,PA,29,5:44:28,F
"» Shehadi, Annan (USA)",Hickory Hills,IL,30,5:44:29,F
"» Anderson, Barb (USA)",Flossmoor,IL,55,5:44:29,F
"» Hoerger, Victoria (USA)",Chicago,IL,31,5:44:30,F
"» Linares, Yessenia (USA)",Skokie,IL,39,5:44:30,F
"» Knue, Brianna (USA)",Chicago,IL,32,5:44:31,F
"» Geraghty, Meaghan (USA)",Whitman,MA,36,5:44:31,F
"» Johnson, Lisa (USA)",Burr Ridge,IL,54,5:44:31,F
"» Fernandez, Elizabeth (USA)",San Antonio,TX,45,5:44:32,F
"» Jacob, Deena (USA)",Chicago,IL,23,5:44:39,F
"» Mcquillan, Becky (USA)",Evergreen Park,IL,39,5:44:40,F
"» Hudson, Lauren (USA)",Cedar Falls,IA,19,5:44:41,F
"» Gloria, Cristina (USA)",Belvidere,IL,48,5:44:44,F
"» Coghlan, Erin (USA)",Chicago,IL,19,5:44:45,F
"» O'Grady, Margaret (USA)",Evergreen Park,IL,19,5:44:45,F
"» De Leon, Raquel (USA)",Chicago,IL,43,5:44:46,F
"» Buysee, Joan (USA)",Washington,IL,32,5:44:47,F
"» Baskeyfield, Amanda (USA)",Tulsa,OK,36,5:44:47,F
"» Herzog, Laurie (USA)",Saint Louis,MO,46,5:44:48,F
"» Vavilala, Chandana (USA)",Munster,IN,45,5:44:48,F
"» Horton, Jaimie (USA)",Atlanta,GA,28,5:44:48,F
"» Lantzer, Rachel (USA)",Vermontville,MI,35,5:44:50,F
"» Guerrero, Lily (USA)",Chicago,IL,27,5:44:52,F
"» Palya, Rachel (USA)",Denver,CO,29,5:44:53,F
"» Juarez, Alma (USA)",Chicago,IL,26,5:44:53,F
"» Klotz, Victoria (USA)",Orland Park,IL,49,5:44:54,F
"» Nguyen Irvin, Linda (USA)",Chicago,IL,31,5:44:54,F
"» Craig, Ryann (USA)",Washington,DC,37,5:44:54,F
"» Weeks, Marifi (USA)",Orem,UT,42,5:44:57,F
"» Shulman, Kristin (USA)",Naperville,IL,59,5:44:58,F
"» Hentemann, Karen (USA)",Westlake,OH,44,5:44:59,F
"» Younger, Marissa (USA)",Columbus,IN,30,5:45:01,F
"» Espartinez, Irene (PHI)",Woodside,NY,34,5:45:02,F
"» Florence, Teryn (USA)",Edmond,OK,27,5:45:03,F
"» Crawford, Lori (USA)",Edmond,OK,40,5:45:03,F
"» Lynch, Sara (USA)",Guthrie,OK,43,5:45:03,F
"» Leyva, Maria (USA)",Chicago,IL,37,5:45:03,F
"» Brewer, Laney (USA)",Gainesville,GA,38,5:45:04,F
"» Tomlinson, Jan (AUS)",Crafers West,South Au...,56,5:45:05,F
"» Mccormick, Colleen (USA)",Chicago,IL,31,5:45:06,F
"» Slowinski, Faith (USA)",Naperville,IL,51,5:45:06,F
"» Stoll, Brittany (USA)",Goose Lake,IA,22,5:45:06,F
"» Stoll, Courtney (USA)",Goose Lake,IA,19,5:45:06,F
"» Olude, Olawande (USA)",Chicago,IL,31,5:45:06,F
"» Ogando, Xiomara (USA)",New York,NY,41,5:45:06,F
"» Comiskey, Bridget (USA)",Chicago,IL,31,5:45:08,F
"» Drumm, Phyllis (USA)",Scottsdale,AZ,49,5:45:09,F
"» Mccart, Emily (USA)",Chicago,IL,33,5:45:09,F
"» Moore, Sandra (USA)",Chicago,IL,61,5:45:10,F
"» Dinello, Michele (USA)",Homer Glen,IL,40,5:45:11,F
"» Herman, Diana (USA)",Jerseyville,IL,40,5:45:12,F
"» Boe, Amanda (USA)",Santa Cruz,CA,37,5:45:13,F
"» Jreisat, Lubna (USA)",Orland Park,IL,41,5:45:14,F
"» Cripsey, Teresa (USA)",Rochester,MI,51,5:45:15,F
"» Jeziorowski, Stacy (USA)",Chicago,IL,32,5:45:17,F
"» Lewis, Tina (GBR)",Frederiksberg,Freder...,52,5:45:18,F
"» Gager, Eliza (USA)",Worcester,MA,32,5:45:19,F
"» Fang, Edeliza (USA)",Arcadia,CA,47,5:45:22,F
"» Ayala, Amy (USA)",Saint Louis,MO,27,5:45:23,F
"» Jostad, Jayne (USA)",Rogers,AR,26,5:45:23,F
"» Colino, Rebecca (USA)",Albany,NY,30,5:45:24,F
"» Lash, Lourdes (USA)",Brownsville,TX,46,5:45:24,F
"» Olech, Ruth (USA)",Chicago,IL,40,5:45:25,F
"» Zhai, Jingyan (CHN)",Beijing,Bejiing,29,5:45:27,F
"» Gonzales, Julie (USA)",Downers Grove,IL,24,5:45:27,F
"» Male, Maria Stella Paz (PHI)",Pasay City,,49,5:45:28,F
"» Mach, Joy (USA)",Boca Raton,FL,36,5:45:28,F
"» Zhou, Connie (CHN)",Champaign,IL,23,5:45:28,F
"» Renn, Deanna (USA)",Prattville,AL,46,5:45:29,F
"» Yan, Dong (CHN)",Boston,MA,24,5:45:30,F
"» Turcu, Mariana (USA)",De Pere,WI,44,5:45:30,F
